,QUERY,ACTUAL_CLASS,PREDICTED_CLASS,METRIC
26,@rvkido alrd joy :),POSITIVE,NEUTRAL,0.0
27,@Gurmeetramrahim #OurDaughtersOurPride dhan dhan satguru tera hi aasra...many congratulations Pita G...Keep them blessed as always :-),POSITIVE,NEUTRAL,0.0
28,"@SCOOTERBLUE1962 Thanks yes let's hope so, at work so missing it!!:-)",POSITIVE,POSITIVE,0.07143859374726315
29,Keeo guessing whats behind that white cover :) special for you.. happy bday once again my darling… https://t.co/TyFcTnM59u,POSITIVE,POSITIVE,0.8577216981132075
30,Happy Friday everyone! :) A big #FollowFriday @3ocialMediaTips @IanMCalvert @ChanPerco @martinjonesaz,POSITIVE,POSITIVE,10.290385451728788
31,"That awkward moment when your name is 'Akarshan', But you end up staying 'Single'.
:D
#ForeverAlone",POSITIVE,NEGATIVE,-1.021556522882146
32,"@Ms_chic I know :), you're hot always",POSITIVE,NEGATIVE,-6.433075142302669
33,@TomRPI Don't worry :)  I know how much stress you were under and I had no problems with the site! I can't wait till the event!,POSITIVE,NEGATIVE,-82.91243935241381
34,What you say if Sweetpea starts to hold regular gluten free cakes and pastry workshops?:) http://t.co/9j2aIxxDi4,POSITIVE,NEUTRAL,0.0
35,"@V4Violetta *highfive* You are probably ahead of me there, since I am less artsy than verbal :D",POSITIVE,NEGATIVE,-8.322212216039587
36,"All my Bae :)) &lt;3 
By : @Merima_Beslagic http://t.co/gDy1trnfjV",POSITIVE,NEGATIVE,-0.00038915727321524427
37,@PARKCHAN92_bTH just kidding kaaaa :p,POSITIVE,POSITIVE,0.004202380952380952
38,Lovely chat about cycling in Oxford with a @sustrans campaigner on way home yesterday - more cycle routes please! :) #cycling #Oxford,POSITIVE,POSITIVE,0.029756018905184048
39,@bookmyshow Wahoo Doing Team :-) #MasaanToday,POSITIVE,NEUTRAL,0.0
40,Anchors at sea..:),POSITIVE,NEUTRAL,0.0
41,DAT RP THO. thank you so much you guys for celebrating one month of partnership with me!!! ty @MadMorphTV for the raid! :D,POSITIVE,POSITIVE,3.5111899339049666
42,"""@SouthAfrica: @ChloeJSKennedy Visit #RobbenIsland for cultural experience, or try whale watching for aquatic #safari! Either are great :)""",POSITIVE,POSITIVE,1.5077256577844815
43,@clarelea101 At least it's Friday :D,POSITIVE,POSITIVE,0.03719871794871795
44,"@FafnirsWind Maybe there are Garrus, Liara and the rest of the crew. :D https://t.co/1tb5R9s5RY",POSITIVE,NEUTRAL,0.0
45,@LemonyLimeUK thanks for the follow have a great day :),POSITIVE,POSITIVE,43.80906074257623
46,We have massage appointments available for tomorrow morning in #Burnley. Give us a call to book in :) 01282 453 110,POSITIVE,POSITIVE,40.83915718287455
47,"@readcreatelove Great to hear you had such a nice day, thanks for visiting :)",POSITIVE,POSITIVE,1.4033412891801749
48,@SeniorSpazz @TehSmileys I was bored so I did EVERYTHING :D,POSITIVE,NEGATIVE,-33.24137424168026
49,drama korea 49 days.:),POSITIVE,NEUTRAL,0.0
50,BTW!! Anyone is at @VidconCountt who represent the Football Manager community on Youtube? :) #FM15 #FMFamily #VIDCON2015,POSITIVE,POSITIVE,0.0033405172413793105
51,You mean Aamir Khan is one out of them.  :)  https://t.co/uQ7DRil5bj,POSITIVE,NEUTRAL,0.0
52,@NoakseyV1 @Fredrik_S @TheEscapistMag @bethamari @kingso @OllieClarke @speedyjx  happy Friday! :),POSITIVE,POSITIVE,0.3169811320754716
53,@gigview RIGHT BACK AT YOU! You do an excellent job in a difficult medium :),POSITIVE,POSITIVE,0.034378145003145004
54,"I :)""@Kreizi_: Who wants a #FF S/O??""",POSITIVE,POSITIVE,0.3828119003044854
55,@B_Madhura @shabnam_903 i should tweet it :p,POSITIVE,NEUTRAL,0.0
56,"http://t.co/t2z9ax4qyd - hey, now! Come see us at the @NTCalkeAbbey Summer Fine Food Fair on Sunday, 11am-4pm in the Riding School :)",POSITIVE,POSITIVE,0.07767298931476763
57,@Real_Liam_Payne please follow me liam :),POSITIVE,NEGATIVE,-13.492308123406282
58,@LaurakBuzz lovely write up :) I absolutely adore the NVA and am lucky enough to live 5 minuets away. Roll in GameCity!,POSITIVE,NEGATIVE,-7.2795858108325024
59,#FF @Brianscrooks Thanks Brian :) @GOVManslaughter @GlobaluxGenesis,POSITIVE,POSITIVE,0.049591541588492806
60,"@ElliotHorwoodF1 @LewisHamilton His headrest was loose, that's the reason he pitted :-)",POSITIVE,NEGATIVE,-0.11062777929474177
61,"@batesm0t3l Hi there, I've spoken with the store who have advised they do have a PayPoint and that card can be topped up :) Thanks, Beth",POSITIVE,POSITIVE,23.184531947445592
62,@BCTGA Will do! Thanks for your help :-),POSITIVE,POSITIVE,67.1769171533473
63,Deepthroat was a good movie :)) https://t.co/rtz4SsXA0O,POSITIVE,POSITIVE,0.05669499511377914
64,Hallo Twitter :D,POSITIVE,NEUTRAL,0.0
65,"@jaredNOTsubway @iluvmariah @Bravotv Then that truly is a LATERAL move! Now, we all know the Queen Bee is UPWARD BOUND : ) #MovingOnUp",POSITIVE,NEGATIVE,-0.0037750029805866726
66,@anands_69 Thanks and wish you the same :),POSITIVE,NEUTRAL,0.0
67,"@Aiteee1 Aitor SnS, Would you mind checking my Bio and participate in PS4 giveaway? It could be that you are the winner :)",POSITIVE,NEGATIVE,-0.07033158147873342
68,"@jawad_sharief Hi Jawad, how are you today? Thank you for the follow &amp; the retweet! We very much appreciate it :)",POSITIVE,POSITIVE,45.7794246977295
69,@1_odj Thanks  :),POSITIVE,NEUTRAL,0.0
70,@CaballeroSerena you actually need to stop tweeting and driving! :-))))))),POSITIVE,NEUTRAL,0.0
71,This kind of feedback truly made our day! A perfect way to end this work week :) http://t.co/B7XBAgmERd,POSITIVE,POSITIVE,0.015507410437446623
72,"well that's @LittleMix presale tickets bought, thanks @TicketmasterUK wonder if I can take a book with me...things we do as parents :)",POSITIVE,NEGATIVE,-1.370866262391377
73,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @Kgotsoab,POSITIVE,POSITIVE,53.166192659176524
74,@matthewcrosby Hope it goes well! :-),POSITIVE,POSITIVE,0.014906832298136646
75,you betcha :) dumb butt :),POSITIVE,NEUTRAL,0.0
76,kik : qualky808 #kik #kikmenow #milf #like4like #bored #summer #sexysaturday :) http://t.co/8R2Nrl31IC,POSITIVE,NEGATIVE,-0.3457895567270567
77,@olemanbob Followed all! :-),POSITIVE,NEUTRAL,0.0
78,Thanks :) https://t.co/FSMTlXYcqK,POSITIVE,NEUTRAL,0.0
79,"""@jayt_jubby: @SinethembaMpaxa yes hun and you"" I'm good too :)",POSITIVE,NEGATIVE,-0.07226808032729085
80,@Woodgate @littlewok Enjoy :),POSITIVE,NEUTRAL,0.0
81,Wow! A #VW bus with lots of 'Umpffffff'! Love it! :) https://t.co/hlF75RutDv,POSITIVE,POSITIVE,0.05170178898564512
82,#AM to CA. Retweet domg nanti difollow ?( :D,POSITIVE,NEUTRAL,0.0
83,"@Madison420Ivy  ""We"" ??? you wish :D:D:D:D:D:D:D kidding",POSITIVE,NEUTRAL,0.0
84,@MarkBreech Not sure it would be good thing 4 my bottom daring 2 say 2 Miss B but Im gonna be so stubborn on mouth soaping ! #NotHavingit :p,POSITIVE,NEGATIVE,-7.697796398552509
85,@saharjojo10 yes I haven't car :),POSITIVE,NEGATIVE,-0.28807297249017505
86,"@thewhitespike I like them, especially the Klee ones :-)",POSITIVE,NEGATIVE,-15.63354143502519
87,@undeux you look amazing April love the glasses :D,POSITIVE,NEUTRAL,0.0
88,@Enchpannt I know :) http://t.co/lb9ZNmCqgT,POSITIVE,NEGATIVE,-6.4336778622696995
89,this is when we were building our house :) http://t.co/if5yfELOQV,POSITIVE,NEGATIVE,-0.42481084721344153
90,"@Catargiu Yeah, kinda feel like a warm butter in here :D",POSITIVE,NEGATIVE,-5.05762069789558
91,@JamesEMalcolm It really is; after a week of big decisions I too am feeling rather badass :),POSITIVE,NEGATIVE,-5.985783927401245
92,i'm going to sleep. i hope i wake up with a follow from luke hemmings someday :) goodnight fam ily and 5sos a lot 💟 http://t.co/YX0hTS3lXT,POSITIVE,POSITIVE,15.198058568908907
93,@Svg_Brad Congrads !!! Better update your About page on the accomplishment !!! :-) Keep it up...,POSITIVE,POSITIVE,0.6786855901930375
94,Filming all day @SimpleStuffWrks I haven't been invited for some reason LOL :),POSITIVE,NEGATIVE,-15.382402050211386
95,@madpilot Before or after? :),POSITIVE,NEUTRAL,0.0
96,whenever my sister sees me crying she texts me to ask if im okay aw someone cares :-),POSITIVE,NEUTRAL,0.0
97,welcome to KFCROLEPLAYERS enjoy &amp; lets be friend! :) @kryjvodz @RVjoy3 @canyolix @jsjciy @kkimseolh,POSITIVE,POSITIVE,0.21502081252081254
98,@steveaoki T-shirt? :D awesome http://t.co/qTJcpy54zi,POSITIVE,NEUTRAL,0.0
99,@HanMaiCrazyHoon Belated .. Thanks Thanks !! :D,POSITIVE,POSITIVE,0.0009694324884425315
100,@SisiphoMphoza Can't wait to see you there :-),POSITIVE,POSITIVE,1.3545274616526473
101,"Happy happy birthday TO ME!! 
Happy happy birthday To ME!! :) https://t.co/2cgXNdP00h",POSITIVE,POSITIVE,11.900727713973202
102,@Shadypenguinn take care! :),POSITIVE,NEUTRAL,0.0
103,Road trip to Tregaron to view potential new boar. Fingers crossed we bring the boy home :),POSITIVE,POSITIVE,0.020676557462499277
104,@xPaleMoonlightx :) Good to know you :),POSITIVE,NEUTRAL,0.0
105,being told im gorgeous on my extremely sweaty walk into work has made my day :),POSITIVE,POSITIVE,0.0008348797537713395
106,Morning all! Up and at  'em :),POSITIVE,NEUTRAL,0.0
107,@WaitlessCompany @Aledeleonmoreno glyon! :D,POSITIVE,NEUTRAL,0.0
108,💓🚮👯- the definition of perfection would have a picture of you next to it :),POSITIVE,NEGATIVE,-0.09503001693901955
109,"INITIAL TEE's
PM for ORDERS :) http://t.co/2AxBuaPKMS",POSITIVE,NEUTRAL,0.0
110,Confession :) nice,POSITIVE,NEUTRAL,0.0
111,@tillyyandtroye you're welcome :),POSITIVE,NEUTRAL,0.0
112,@miccoelaine @KRMN4L nice dave :D,POSITIVE,NEUTRAL,0.0
113,"@AndyHerren I know how dumb, did she think of that on her own. But Johnny does rock have u seen his utube video's?  Mad Respect! :D",POSITIVE,NEGATIVE,-176.46234498098235
114,@ImToxic21 Sorry for your loss and hope it goes well :),POSITIVE,POSITIVE,1.1367364617422469
115,@TrevorMoran @jccaylen @ItsMikeyMurphy Combine all three and add a bit of asian and u got YOURS TRULY :) https://t.co/zRlFqQBu8d,POSITIVE,NEGATIVE,-0.004292278947634197
116,@ashleyannvlnc happy birthday!! :),POSITIVE,POSITIVE,0.012578616352201259
117,@kezhoskyn We got a call in the end and the pigeon is now home safe :) Definitely worth contacting them.,POSITIVE,NEGATIVE,-0.09785470359476872
118,Morning! Hospital day today ! Hoping to finally get signed off after a long year of pain and ops ! #Fingerscrossed.:),POSITIVE,POSITIVE,0.002988704204331053
119,The best photobomb :D [pic] — https://t.co/3dP40WD5n2,POSITIVE,POSITIVE,0.3276875700378204
120,@mazt_t @Peter_Fitz @SMHsport thanks SE :),POSITIVE,NEUTRAL,0.0
121,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @KingsleyDali,POSITIVE,POSITIVE,53.166192659176524
122,I just finished day 33 of the @YouVersion plan 'Bible in 90 Days'. Check it out here: 2 Chronicles 23 completed :) http://t.co/3Yw3TFCRk6,POSITIVE,NEGATIVE,-25.354322839068526
123,@TMobile Yo gimme this month free on my bill since service has been out pretty much every other day :)))))))))))))))))))))))))),POSITIVE,NEGATIVE,-0.374956032633243
124,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/6SpknXLOnU.,POSITIVE,POSITIVE,1035.3062786509893
125,"Hi,i'm definetly so exited ^^ I'm going to New york.:)",POSITIVE,NEGATIVE,-0.4691056891069568
126,@FrolicHawaii this Saturday! :),POSITIVE,NEUTRAL,0.0
127,"@babypuffinator i've typed worse things, it's all good :p",POSITIVE,NEUTRAL,0.0
128,Beat Da Beat sits well with @slashgear (includes new video) :-) http://t.co/zJmOmpx7iv #mobilegame #ios8 #Android http://t.co/LY7EnuUH8z,POSITIVE,POSITIVE,0.37059930969306254
129,"I'm playing Brain Dots : ) #BrainDots
http://t.co/UGQzOx0huu",POSITIVE,POSITIVE,12.986139386139387
130,@Myninaaa @_kyle__86 thank you :) 💕,POSITIVE,NEUTRAL,0.0
131,Soon... :) https://t.co/agyjS1mwiW,POSITIVE,NEUTRAL,0.0
132,@ruSh_Me Sure! :),POSITIVE,NEUTRAL,0.0
133,Looking for fun? KIK : thencerest547 #kik #kiksexting #sex #followback #l4l #indiemusic #kikgirl :) http://t.co/rGXNogHMKM,POSITIVE,NEGATIVE,-1.295060571185571
134,"goodnight guys :-) 
remember tomorrow is a brand new day, a fresh start and another chance",POSITIVE,POSITIVE,0.20646241830065362
135,"Bom-dia :) APOD: Ultraviolet Rings of M31 (2015 Jul 24) - 
http://t.co/f5xThyIN8u -",POSITIVE,NEUTRAL,0.0
136,I'm playing Brain Dots : ) #BrainDots http://t.co/aOKldo3GMj http://t.co/xWCM9qyRG5,POSITIVE,POSITIVE,12.986139386139387
137,@ThePrintQuarter thanks for the follow have a great day :),POSITIVE,POSITIVE,43.80906074257623
138,@jasmineshaddock Oooh how lovely! Hope you have a fantastic time :),POSITIVE,POSITIVE,1.5685097296195138
139,*yawns* good morning everyone *wags tail* how is everyone doing today :D,POSITIVE,POSITIVE,0.0077454221586196964
140,@Objective_Neo @UMAD congrats on the launch :D,POSITIVE,NEUTRAL,0.0
141,Happy and wonderful birthday my love 💟 Have the most beautiful day in the world :),POSITIVE,POSITIVE,12.861686987329556
142,@MatjazSircelj ftw and all. :),POSITIVE,NEUTRAL,0.0
143,"@lovingjeonboram Ah, I see. So which song do you prefer? Take or Maman? :)",POSITIVE,NEGATIVE,-18.297766320893484
144,@hayley_gibson93 hi hayley. :-) can I ask is your #BellyButton an #Innie or an #Outie?,POSITIVE,POSITIVE,24.21783503674782
145,"Gud afterznoon and jumma mubarak tweeeps :-)
Plz remember us in ur prayers",POSITIVE,POSITIVE,0.0683181225554107
146,@UnicornMummy83 welcome to the Bomb family :) x,POSITIVE,NEUTRAL,0.0
147,@ppritam009 ABP NEWS ka article read kiya? :D #BajrangiBhaijaanHighestWeek1,POSITIVE,NEGATIVE,-0.0009899068322981367
148,It's not like it hurt my feelings or anything right?? :)))))))))))),POSITIVE,NEGATIVE,-0.2687323069729989
149,Check out our new @NeonArenas Van outside the Olympic Park for @uk_sport Anniversary Games!!! :) http://t.co/6QRbnfXZG7,POSITIVE,POSITIVE,31.778627379937483
150,Every year in August I get fever :p dunno why 😷,POSITIVE,NEGATIVE,-18.560816917302713
151,"@Clareyh Yeah, it's a classy look :-). I've seen people attached to all sorts of 'life saving' equipment, some in beds,having their fix :-0)",POSITIVE,NEGATIVE,-0.03003368337017932
152,"its trending.. follow the bobble link. :)
 https://t.co/HZxoiRe88H",POSITIVE,POSITIVE,0.0008257339857651246
153,next year for sure though :) there's only 2 girls that piss me off,POSITIVE,POSITIVE,0.7110416202155332
154,@TheVampsBrad where were you standing? so cool!!!! :),POSITIVE,NEGATIVE,-0.0004708754795953959
155,Movie 'Key of Life' (Japanese Version) https://t.co/ib4kfpbBu8 interesting storyline! :),POSITIVE,NEUTRAL,0.0
156,@anuja3486 Thanks anu :) @Rjain_ @ajayg303 @RGulechha @SNJNIG @Sharma216V @Angel_Priyabgt @praveen_a @prav2410 @SomnathUrhe @Destiinyy303,POSITIVE,NEUTRAL,0.0
157,"Also, new layout new me :)",POSITIVE,POSITIVE,0.004248366013071895
158,@Gotzefying Im trying to D/L MH3 english patch for the psp :D,POSITIVE,NEGATIVE,-0.0014285714285714286
159,I wanted to tweet something but then I thought I'll probably lose a lot of liam girl mutuals so I won't :),POSITIVE,NEGATIVE,-117.63372474319995
160,"1 day to go:1 day left to sponsor us. no matter how small the donation, the difference you make will be huge :)",POSITIVE,POSITIVE,27.595831340489404
161,@PrideRadioNE thanking you :),POSITIVE,NEUTRAL,0.0
162,@AmonMars @snaz_mayo Followed :),POSITIVE,NEUTRAL,0.0
163,"@EmilyRPeck Hey Emily, I love your work and I'd like to contribute to HuffPost Business, what's the best way to contact you? :)",POSITIVE,NEGATIVE,-6.527907562432047
164,"""Asshole"" 😂 That's an honest tribute :) https://t.co/CgeH8460fh",POSITIVE,NEUTRAL,0.0
165,h_eartshapedbox: First leg of the magictrikband tour is going well! :D #music #band #rock #magictrik #tour … http://t.co/3SdqjnwDfM,POSITIVE,NEGATIVE,-0.0026976183518410287
166,Towering over the ladies. :) #tb #eid https://t.co/F7oS1h3Alz,POSITIVE,NEUTRAL,0.0
167,"Whatsapp with roommate

""Do you want anything from Paris?""
""A French man :)""

LOL sure I'll just head to the park and grab one.",POSITIVE,NEGATIVE,-0.6251835654660703
168,@tamitrailscapes have a great weekend Tami and thank you!:)),POSITIVE,POSITIVE,8.209997508967716
169,@Blade4hire This is just lovely :-),POSITIVE,NEGATIVE,-0.024200920793849452
170,I just want to look good for you :),POSITIVE,NEGATIVE,-110.393729002825
171,@mehra_sachi sure :),POSITIVE,NEUTRAL,0.0
172,Excited for the weekend :-),POSITIVE,POSITIVE,1.168062626774848
173,@Idxterr b3dk far7an ank mis15 :)???,POSITIVE,NEUTRAL,0.0
174,"""@yettygeers: When God gives us strength, His purpose is that we should help others who are struggling :-) http://t.co/Skk98JGCOr""",POSITIVE,POSITIVE,0.3001419195832028
175,"@oceana_bleuu lol i meant lucky eagle, but thank you for your services oceana. :-)",POSITIVE,NEGATIVE,-0.9709847773605151
176,I just woke up and I feel incredibly sick idk if it's cause I drank Starbucks at 11 o'clock last night or if it's a reaction to my meds :),POSITIVE,NEGATIVE,-45.592502447106824
177,"@AndyCarnochan @WickermanFest Oops...that's called a #FridayFauxPas :) I'll get that changed right now! Thank you, G",POSITIVE,POSITIVE,0.0067972814407210955
178,I will fulfil all your fantasies :) 👉 http://t.co/wKpgkiDEmP 👈💗 http://t.co/HHoyjasr1A,POSITIVE,POSITIVE,3.526397324332926
179,calling it a night and going to sleep Now :),POSITIVE,NEGATIVE,-0.006331953460442555
180,yeah they're giving me subtle hints. also tip #2: don't use it all and the community these last few years. :-) Prim’s Algorithm III,POSITIVE,NEUTRAL,0.0
181,"@JewelStaite Funny, but yes too soon. It's always going to be too soon. :D",POSITIVE,NEGATIVE,-1.8667850259663377
182,@PagePlannerLive Thank you :) This is getting retweeted x,POSITIVE,NEGATIVE,-0.0010349402919062362
183,@charliehaarding @WeAlIlKnowA @ElliotPender @J_Mezzer smiling after he received a text from his dad saying suck him off :)),POSITIVE,NEGATIVE,-0.13671523207184974
184,@mussshiii @Takafofo so wat??:),POSITIVE,NEUTRAL,0.0
185,@x22AEW @candlerosa @qvcuk @miceal can't wait Rosa love xmas :) welcome back ann hope u had a good one back just in time :) x,POSITIVE,POSITIVE,29.675766862021696
186,Morning tweeps! New post for you today. Please like and share if you see it! Thanks :),POSITIVE,POSITIVE,98.25279720295259
187,@Polley93 YVW Have a great day and weekend! :D,POSITIVE,POSITIVE,6.444396007705593
188,@sweettoothmarti Awwww heres a quick workout now as a boost :-))) http://t.co/hnnY5L2i6f,POSITIVE,POSITIVE,0.0014543339150668994
189,Lol :D @akshaykumar i know it was your idea :p coz you have unforgettable sense of humor ;) :) :D love you bro :* https://t.co/qiyrhDK9eB,POSITIVE,POSITIVE,0.1566019879235317
190,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/WCuHrpnFDK.,POSITIVE,POSITIVE,1035.3062786509893
191,mum's home.... HAHAHHAAH thank you lord :),POSITIVE,NEUTRAL,0.0
192,@_SW_E_ were you safe? :D,POSITIVE,NEUTRAL,0.0
193,This girl :)  https://t.co/OAXMGGICNr,POSITIVE,NEGATIVE,-0.000704656862745098
194,@SasaRichardson @Stefbystef_ @Frgt10_Anthem sombrero high?? OKAY I'M LOST NOW :)) http://t.co/2VDPgb5EpK,POSITIVE,NEGATIVE,-0.5903990377812367
195,"@osmosisness helloooo! i'm rose, nice to meet you :)",POSITIVE,NEUTRAL,0.0
196,"@balboa_lesly Thank you for the screenshots po. Let me take care of this spammer for you. :) Before we proceed, c... https://t.co/x4ObmZFYUB",POSITIVE,POSITIVE,6.262711867557919
197,@Manaal_M16 @yusra and perfect thing to pick :) #WSaleLove,POSITIVE,POSITIVE,0.0014391447368421054
198,@AlliDavies1 @INKProducer @sugaredeggs thank you! @thedanperry did such an amazing job :),POSITIVE,NEUTRAL,0.0
199,"@storpey don't die, you're actually pretty entertaining :p",POSITIVE,NEUTRAL,0.0
200,@MLGJordanD congrats on 100k Man. Can't wait till I can hit that milestone too :),POSITIVE,NEGATIVE,-59.512565684541826
201,Morning all...Judith here to answer any District Council related questions today :-),POSITIVE,POSITIVE,0.0007274590163934428
202,@Itsjustizue see you tomorrow then :)))),POSITIVE,NEUTRAL,0.0
203,"saw a comment on how midares gender is unknown and like
:) yeah you just keep saying that",POSITIVE,NEGATIVE,-0.07646070468968437
204,@mariaburtea @5SOS_Nightly wow you really hate me :)))),POSITIVE,NEGATIVE,-0.0027729885057471266
205,@Floreani_Mgmt @DanOlsenMusic @UKOpenMic @BBC3 I was watching that and saw Dan on it :),POSITIVE,NEGATIVE,-33.30157304230164
206,@mulberharry thank you :-) ilysm xx,POSITIVE,NEUTRAL,0.0
207,Thanks for trade :) @palvinssquad http://t.co/YKYRmXklHU,POSITIVE,POSITIVE,65.59026558265583
208,@ChrisInsider @ifb2016 Looking forward to it!! :-) ^KS,POSITIVE,POSITIVE,1.7338378378378378
209,@lesholly20 @NorthEastHour you can Lesley :),POSITIVE,NEUTRAL,0.0
210,I want to protect this relationship more than the others. So I'll not talk about him because ppl don't need to know how awesome he is. :),POSITIVE,NEGATIVE,-142.92825834474294
211,"@TheAvianFurry Oh dang. That is some zen looking ""outside"" space. Neat :-)",POSITIVE,NEGATIVE,-0.004077088452088453
212,@fxckedbutbands you look good in that outfit :),POSITIVE,POSITIVE,0.00209977355383243
213,"@arronjones31 Hiya, I'm afraid we've already picked our riders for this year! We'll be on the look out again next year :)",POSITIVE,POSITIVE,0.8359756999439203
214,"A very good morning to u too :)
@Boity",POSITIVE,POSITIVE,0.08165408887614226
215,@matt_saunders_ @medialens ha ha. Ok honey. Go ahead. FYI - still dig ya. Enjoy voting. And then watch as he will have me by his side :),POSITIVE,POSITIVE,0.09085752996231963
216,@Aaliyan_ Lucky me :)),POSITIVE,NEUTRAL,0.0
217,@dv891798 Learning a new skill takes time to perfect &amp; master. https://t.co/u9YXV5HPjO - Thanks for the favourite :),POSITIVE,POSITIVE,98.40669196612227
218,👱🏽👽🌳 😂😂😂 I've talked to u only a couple times but u seem very nice and funny :),POSITIVE,NEGATIVE,-0.16033009007929067
219,@Swift__Girl Agreed. Suspicious Minds :),POSITIVE,NEUTRAL,0.0
220,Good afternoon :),POSITIVE,NEUTRAL,0.0
221,@JellyBabyMom2 Whoop whoop! Bring on the fun :),POSITIVE,POSITIVE,0.1
222,"A new report talks about how we burn more calories in the cold, because we work harder to warm up. Feel any better about the weather? :p",POSITIVE,NEGATIVE,-0.08762670743890877
223,"Say something, I'm giving up on you :)
And I'm sorry that I couldn't get to you :D",POSITIVE,NEGATIVE,-45.34902812973355
224,@Coastie_alexx good night :),POSITIVE,POSITIVE,0.08413131490934694
225,@heyoppar @Zain9898 @bemybelief @hetthuocchua there's gonna be another one in the finale :))))),POSITIVE,NEGATIVE,-1.1852542372881356
226,"@246MissJessica You're very welcome, Jessica. Enjoy! :)",POSITIVE,POSITIVE,0.04779405023835717
227,@seananmcguire my best friend Carina is one here in San Francisco. Let me know if you want to get I touch. :),POSITIVE,NEGATIVE,-74.57065896197541
228,Thanks mommy teret for this :) (Y) :) #Potassium #Rehydrate #DrinkitAllup #ThirstQuencher https://t.co/uLORa2tssO,POSITIVE,POSITIVE,65.61037669376694
229,@ManningOfficial @GarrJPRBDF @PsycheDK I'm sure that that Tapir calf isn't the only one who likes to be adventurous at mealtimes :),POSITIVE,NEGATIVE,-0.04872713958920856
230,@ShutUpBrickLP if only there was uhc in a box on a large scale on one of those network servers :p,POSITIVE,NEGATIVE,-0.0021264367816091955
